wines_name,keywords_name,group_name
Reserva Ribera del Duero,coffee,non_oak
Reserva Ribera del Duero,coffee,oak
Reserva Ribera del Duero,cream,microbio
Reserva Ribera del Duero,green apple,tree_fruit
Reserva Ribera del Duero,toast,microbio
Reserva Ribera del Duero,toast,non_oak
Reserva Ribera del Duero,toasted bread,microbio
Reserve,coffee,non_oak
Reserve,coffee,oak
Reserve,cream,microbio
Reserve Chardonnay,citrus,citrus_fruit
Reserve Chardonnay,citrus blossom,floral
Reserve Chardonnay,cream,microbio
Reserve Chardonnay,green apple,tree_fruit
Reserve Chardonnay,toast,microbio
Reserve Chardonnay,toast,non_oak
Reserve Chardonnay,toasted almond,non_oak
Reserve Pinotage,coffee,non_oak
Reserve Pinotage,coffee,oak
Reserve Pinotage,cream,microbio
Reserve Pinotage,toast,microbio
Reserve Pinotage,toast,non_oak
Ribera del Duero,citrus,citrus_fruit
Ribera del Duero,coffee,non_oak
Ribera del Duero,coffee,oak
Ribera del Duero,cream,microbio
Ribera del Duero,green apple,tree_fruit
Ribera del Duero,ground coffee,earth
Ribera del Duero,toast,microbio
Ribera del Duero,toast,non_oak
Ribera del Duero,toasted almond,non_oak
Ribera del Duero,toasted bread,microbio
Ribera del Duero Prestigio,coffee,non_oak
Ribera del Duero Prestigio,coffee,oak
Ribera del Duero Prestigio,cream,microbio
Ribera del Duero Prestigio,toast,microbio
Ribera del Duero Prestigio,toast,non_oak
Ribera del Duero Reserva,coffee,non_oak
Ribera del Duero Reserva,coffee,oak
Ribera del Duero Reserva,cream,microbio
Ribera del Duero Reserva,toast,microbio
Ribera del Duero Reserva,toast,non_oak
Ribolla Gialla,citrus,citrus_fruit
Ribolla Gialla,coffee,non_oak
Ribolla Gialla,coffee,oak
Ribolla Gialla,cream,microbio
Ribolla Gialla,green apple,tree_fruit
Ribolla Gialla,toast,microbio
Ribolla Gialla,toast,non_oak
Ribolla Gialla,toasted almond,non_oak
Ribolla Gialla,toasted bread,microbio
Richebourg Grand Cru,coffee,non_oak
Richebourg Grand Cru,coffee,oak
Richebourg Grand Cru,cream,microbio
Richebourg Grand Cru,toast,microbio
Richebourg Grand Cru,toast,non_oak
Riesling 'Le Gallais' Wiltinger Braune Kupp Auslese,citrus,citrus_fruit
Riesling 'Le Gallais' Wiltinger Braune Kupp Auslese,green apple,tree_fruit
Rioja 150 Aniversario,citrus,citrus_fruit
Rioja 150 Aniversario,coffee,non_oak
Rioja 150 Aniversario,coffee,oak
Rioja 150 Aniversario,cream,microbio
Rioja 150 Aniversario,toast,microbio
Rioja 150 Aniversario,toast,non_oak
Rioja Blanco Reserva,citrus,citrus_fruit
Rioja Blanco Reserva,cream,microbio
Rioja Blanco Reserva,green apple,tree_fruit
Rioja Blanco Reserva,toast,microbio
Rioja Blanco Reserva,toast,non_oak
Rioja Blanco Reserva,toasted bread,microbio
Rioja Reserva,citrus,citrus_fruit
Rioja Reserva,citrus oil,earth
Rioja Reserva,coffee,non_oak
Rioja Reserva,coffee,oak
Rioja Reserva,cream,microbio
Rioja Reserva,green apple,tree_fruit
Rioja Reserva,toast,microbio
Rioja Reserva,toast,non_oak
Rioja Reserva 10 Años Después Edición Limitada,coffee,non_oak
Rioja Reserva 10 Años Después Edición Limitada,coffee,oak
Rioja Reserva 10 Años Después Edición Limitada,cream,microbio
Rioja Reserva 10 Años Después Edición Limitada,toast,microbio
Rioja Reserva 10 Años Después Edición Limitada,toast,non_oak
Riserva Nova Domus Terlaner,citrus,citrus_fruit
Riserva Nova Domus Terlaner,citrus zest,citrus_fruit
Riserva Nova Domus Terlaner,cream,microbio
Riserva Nova Domus Terlaner,green apple,tree_fruit
Riserva Nova Domus Terlaner,toast,microbio
Riserva Nova Domus Terlaner,toast,non_oak
Riserva Nova Domus Terlaner,toasted almond,non_oak
Riserva vecchie viti dei Capalot e delle Brunate Barolo,coffee,non_oak
Riserva vecchie viti dei Capalot e delle Brunate Barolo,coffee,oak
Rocche dell'Annunziata Barolo,toast,microbio
Rocche dell'Annunziata Barolo,toast,non_oak
Rocche dell'Annunziata Barolo Riserva,coffee,non_oak
Rocche dell'Annunziata Barolo Riserva,coffee,oak
Rocche dell'Annunziata Barolo Riserva,cream,microbio
Rocche dell'Annunziata Barolo Riserva,toast,microbio
Rocche dell'Annunziata Barolo Riserva,toast,non_oak
Rocche dell'Annunziata Torriglione Barolo,citrus,citrus_fruit
Rocche dell'Annunziata Torriglione Barolo,coffee,non_oak
Rocche dell'Annunziata Torriglione Barolo,coffee,oak
Rocche dell'Annunziata Torriglione Barolo,cream,microbio
Rocche di Castiglione Barolo,coffee,non_oak
Rocche di Castiglione Barolo,coffee,oak
Rocche di Castiglione Barolo,toast,microbio
Rocche di Castiglione Barolo,toast,non_oak
Roccolo Ludwig Barth von Barthenau,citrus,citrus_fruit
Roccolo Ludwig Barth von Barthenau,coffee,non_oak
Roccolo Ludwig Barth von Barthenau,coffee,oak
Roccolo Ludwig Barth von Barthenau,toast,microbio
Roccolo Ludwig Barth von Barthenau,toast,non_oak
Roda I Reserva Rioja,citrus,citrus_fruit
Roda I Reserva Rioja,coffee,non_oak
Roda I Reserva Rioja,coffee,oak
Roda I Reserva Rioja,cream,microbio
Roda I Reserva Rioja,toast,microbio
Roda I Reserva Rioja,toast,non_oak
Roda I Reserva Rioja,toasted almond,non_oak
Roda I Reserva Rioja,toasted bread,microbio
Romanée-Saint-Vivant Grand Cru,toast,microbio
Romanée-Saint-Vivant Grand Cru,toast,non_oak
Romanée-Saint-Vivant Grand Cru (Marey-Monge),citrus,citrus_fruit
Romanée-Saint-Vivant Grand Cru (Marey-Monge),coffee,non_oak
Romanée-Saint-Vivant Grand Cru (Marey-Monge),coffee,oak
Romanée-Saint-Vivant Grand Cru (Marey-Monge),cream,microbio
Romanée-Saint-Vivant Grand Cru (Marey-Monge),toast,microbio
Romanée-Saint-Vivant Grand Cru (Marey-Monge),toast,non_oak
Romanée-Saint-Vivant Grand Cru Les Quatre Journaux,cream,microbio
Rosé,citrus,citrus_fruit
Rosé,citrus zest,citrus_fruit
Rosé,coffee,non_oak
Rosé,coffee,oak
Rosé,cream,microbio
Rosé,green apple,tree_fruit
Rosé,toast,microbio
Rosé,toast,non_oak
Rosé,toasted almond,non_oak
Rosé,toasted bread,microbio
Rosé,toasted nuts,non_oak
Rosé Brut Champagne Grand Cru 'Ambonnay',citrus,citrus_fruit
Rosé Brut Champagne Grand Cru 'Ambonnay',citrus zest,citrus_fruit
Rosé Brut Champagne Grand Cru 'Ambonnay',cream,microbio
Rosé Brut Champagne Grand Cru 'Ambonnay',green apple,tree_fruit
Rosé Brut Champagne Grand Cru 'Ambonnay',toast,microbio
Rosé Brut Champagne Grand Cru 'Ambonnay',toast,non_oak
Rosé Brut Champagne Grand Cru 'Ambonnay',toasted almond,non_oak
Royal St Robert Cuvée Pinot Noir,citrus,citrus_fruit
Royal St Robert Cuvée Pinot Noir,citrus blossom,floral
Royal St Robert Cuvée Pinot Noir,cream,microbio
Royal St Robert Cuvée Pinot Noir,toast,microbio
Royal St Robert Cuvée Pinot Noir,toast,non_oak
Rubicon,citrus,citrus_fruit
Rubicon,coffee,non_oak
Rubicon,coffee,oak
Rubicon,cream,microbio
Rubicon,ground coffee,earth
Rubicon,toast,microbio
Rubicon,toast,non_oak
Rubicon,toasted nuts,non_oak
Rujno Rosso,citrus,citrus_fruit
Rujno Rosso,coffee,non_oak
Rujno Rosso,coffee,oak
Rujno Rosso,cream,microbio
Rujno Rosso,toast,microbio
Rujno Rosso,toast,non_oak
Rutherford,citrus,citrus_fruit
Rutherford,coffee,non_oak
Rutherford,coffee,oak
Rutherford,cream,microbio
Rutherford,ground coffee,earth
Rutherford,toast,microbio
Rutherford,toast,non_oak
Rutherford,toasted nuts,non_oak
Rutherford Cabernet Sauvignon,cream,microbio
Rutherford Cabernet Sauvignon,toast,microbio
Rutherford Cabernet Sauvignon,toast,non_oak
Réserve Côtes-du-Rhône,citrus,citrus_fruit
Réserve Côtes-du-Rhône,coffee,non_oak
Réserve Côtes-du-Rhône,coffee,oak
Réserve Côtes-du-Rhône,cream,microbio
Réserve Côtes-du-Rhône,toast,microbio
Réserve Côtes-du-Rhône,toast,non_oak
Réservé Châteauneuf-du-Pape,citrus,citrus_fruit
Réservé Châteauneuf-du-Pape,coffee,non_oak
Réservé Châteauneuf-du-Pape,coffee,oak
S.L.V. Cabernet Sauvignon,citrus,citrus_fruit
S.L.V. Cabernet Sauvignon,coffee,non_oak
S.L.V. Cabernet Sauvignon,coffee,oak
S.L.V. Cabernet Sauvignon,cream,microbio
S.L.V. Cabernet Sauvignon,ground coffee,earth
S.L.V. Cabernet Sauvignon,toast,microbio
S.L.V. Cabernet Sauvignon,toast,non_oak
Saffredi,citrus,citrus_fruit
Saffredi,coffee,non_oak
Saffredi,coffee,oak
Saffredi,cream,microbio
Saffredi,toast,microbio
Saffredi,toast,non_oak
Saint-Emilion Grand Cru (Premier Grand Cru Classé),coffee,non_oak
Saint-Emilion Grand Cru (Premier Grand Cru Classé),coffee,oak
Saint-Emilion Grand Cru (Premier Grand Cru Classé),cream,microbio
Saint-Emilion Grand Cru (Premier Grand Cru Classé),toast,microbio
Saint-Emilion Grand Cru (Premier Grand Cru Classé),toast,non_oak
Saint-Estèphe (Grand Cru Classé),citrus,citrus_fruit
Saint-Estèphe (Grand Cru Classé),coffee,non_oak
Saint-Estèphe (Grand Cru Classé),coffee,oak
Saint-Estèphe (Grand Cru Classé),cream,microbio
Saint-Estèphe (Grand Cru Classé),green apple,tree_fruit
Saint-Estèphe (Grand Cru Classé),ground coffee,earth
Saint-Estèphe (Grand Cru Classé),toast,microbio
Saint-Estèphe (Grand Cru Classé),toast,non_oak
Saint-Estèphe (Grand Cru Classé),toasted bread,microbio
Saint-Joseph,coffee,non_oak
Saint-Joseph,coffee,oak
Saint-Joseph,cream,microbio
Saint-Joseph,toast,microbio
Saint-Joseph,toast,non_oak
Saint-Julien (Grand Cru Classé),citrus,citrus_fruit
Saint-Julien (Grand Cru Classé),citrus,citrus_fruit
Saint-Julien (Grand Cru Classé),citrus,citrus_fruit
Saint-Julien (Grand Cru Classé),citrus,citrus_fruit
Saint-Julien (Grand Cru Classé),citrus,citrus_fruit
Saint-Julien (Grand Cru Classé),citrus zest,citrus_fruit
Saint-Julien (Grand Cru Classé),coffee,non_oak
Saint-Julien (Grand Cru Classé),coffee,non_oak
Saint-Julien (Grand Cru Classé),coffee,non_oak
Saint-Julien (Grand Cru Classé),coffee,non_oak
Saint-Julien (Grand Cru Classé),coffee,non_oak
Saint-Julien (Grand Cru Classé),coffee,oak
Saint-Julien (Grand Cru Classé),coffee,oak
Saint-Julien (Grand Cru Classé),coffee,oak
Saint-Julien (Grand Cru Classé),coffee,oak
Saint-Julien (Grand Cru Classé),coffee,oak
Saint-Julien (Grand Cru Classé),cream,microbio
Saint-Julien (Grand Cru Classé),cream,microbio
Saint-Julien (Grand Cru Classé),cream,microbio
Saint-Julien (Grand Cru Classé),cream,microbio
Saint-Julien (Grand Cru Classé),cream,microbio
Saint-Julien (Grand Cru Classé),green apple,tree_fruit
Saint-Julien (Grand Cru Classé),green apple,tree_fruit
Saint-Julien (Grand Cru Classé),green apple,tree_fruit
Saint-Julien (Grand Cru Classé),ground coffee,earth
Saint-Julien (Grand Cru Classé),ground coffee,earth
Saint-Julien (Grand Cru Classé),ground coffee,earth
Saint-Julien (Grand Cru Classé),toast,microbio
Saint-Julien (Grand Cru Classé),toast,microbio
Saint-Julien (Grand Cru Classé),toast,microbio
Saint-Julien (Grand Cru Classé),toast,microbio
Saint-Julien (Grand Cru Classé),toast,microbio
Saint-Julien (Grand Cru Classé),toast,non_oak
Saint-Julien (Grand Cru Classé),toast,non_oak
Saint-Julien (Grand Cru Classé),toast,non_oak
Saint-Julien (Grand Cru Classé),toast,non_oak
Saint-Julien (Grand Cru Classé),toast,non_oak
Saint-Julien (Grand Cru Classé),toasted almond,non_oak
Saint-Julien (Grand Cru Classé),toasted almond,non_oak
Saint-Julien (Grand Cru Classé),toasted bread,microbio
Saint-Émilion Grand Cru,citrus,citrus_fruit
Saint-Émilion Grand Cru,citrus,citrus_fruit
Saint-Émilion Grand Cru,coffee,non_oak
Saint-Émilion Grand Cru,coffee,non_oak
Saint-Émilion Grand Cru,coffee,non_oak
Saint-Émilion Grand Cru,coffee,non_oak
Saint-Émilion Grand Cru,coffee,oak
Saint-Émilion Grand Cru,coffee,oak
Saint-Émilion Grand Cru,coffee,oak
Saint-Émilion Grand Cru,coffee,oak
Saint-Émilion Grand Cru,cream,microbio
Saint-Émilion Grand Cru,cream,microbio
Saint-Émilion Grand Cru,cream,microbio
Saint-Émilion Grand Cru,cream,microbio
Saint-Émilion Grand Cru,ground coffee,earth
Saint-Émilion Grand Cru,toast,microbio
Saint-Émilion Grand Cru,toast,microbio
Saint-Émilion Grand Cru,toast,microbio
Saint-Émilion Grand Cru,toast,microbio
Saint-Émilion Grand Cru,toast,non_oak
Saint-Émilion Grand Cru,toast,non_oak
Saint-Émilion Grand Cru,toast,non_oak
Saint-Émilion Grand Cru,toast,non_oak
Saint-Émilion Grand Cru,toasted bread,microbio
Saint-Émilion Grand Cru (Grand Cru Classé),citrus,citrus_fruit
Saint-Émilion Grand Cru (Grand Cru Classé),coffee,non_oak
Saint-Émilion Grand Cru (Grand Cru Classé),coffee,oak
Saint-Émilion Grand Cru (Grand Cru Classé),cream,microbio
Saint-Émilion Grand Cru (Premier Grand Cru Classé),citrus,citrus_fruit
Saint-Émilion Grand Cru (Premier Grand Cru Classé),citrus,citrus_fruit
Saint-Émilion Grand Cru (Premier Grand Cru Classé),citrus,citrus_fruit
Saint-Émilion Grand Cru (Premier Grand Cru Classé),citrus,citrus_fruit
Saint-Émilion Grand Cru (Premier Grand Cru Classé),citrus,citrus_fruit
Saint-Émilion Grand Cru (Premier Grand Cru Classé),citrus,citrus_fruit
Saint-Émilion Grand Cru (Premier Grand Cru Classé),citrus,citrus_fruit
Saint-Émilion Grand Cru (Premier Grand Cru Classé),citrus blossom,floral
Saint-Émilion Grand Cru (Premier Grand Cru Classé),citrus zest,citrus_fruit
Saint-Émilion Grand Cru (Premier Grand Cru Classé),coffee,non_oak
Saint-Émilion Grand Cru (Premier Grand Cru Classé),coffee,non_oak
Saint-Émilion Grand Cru (Premier Grand Cru Classé),coffee,non_oak
Saint-Émilion Grand Cru (Premier Grand Cru Classé),coffee,non_oak
Saint-Émilion Grand Cru (Premier Grand Cru Classé),coffee,non_oak
Saint-Émilion Grand Cru (Premier Grand Cru Classé),coffee,non_oak
Saint-Émilion Grand Cru (Premier Grand Cru Classé),coffee,non_oak
Saint-Émilion Grand Cru (Premier Grand Cru Classé),coffee,non_oak
Saint-Émilion Grand Cru (Premier Grand Cru Classé),coffee,oak
Saint-Émilion Grand Cru (Premier Grand Cru Classé),coffee,oak
Saint-Émilion Grand Cru (Premier Grand Cru Classé),coffee,oak
Saint-Émilion Grand Cru (Premier Grand Cru Classé),coffee,oak
Saint-Émilion Grand Cru (Premier Grand Cru Classé),coffee,oak
Saint-Émilion Grand Cru (Premier Grand Cru Classé),coffee,oak
Saint-Émilion Grand Cru (Premier Grand Cru Classé),coffee,oak
Saint-Émilion Grand Cru (Premier Grand Cru Classé),coffee,oak
Saint-Émilion Grand Cru (Premier Grand Cru Classé),cream,microbio
Saint-Émilion Grand Cru (Premier Grand Cru Classé),cream,microbio
Saint-Émilion Grand Cru (Premier Grand Cru Classé),cream,microbio
Saint-Émilion Grand Cru (Premier Grand Cru Classé),cream,microbio
Saint-Émilion Grand Cru (Premier Grand Cru Classé),cream,microbio
Saint-Émilion Grand Cru (Premier Grand Cru Classé),cream,microbio
Saint-Émilion Grand Cru (Premier Grand Cru Classé),cream,microbio
Saint-Émilion Grand Cru (Premier Grand Cru Classé),cream,microbio
Saint-Émilion Grand Cru (Premier Grand Cru Classé),green apple,tree_fruit
Saint-Émilion Grand Cru (Premier Grand Cru Classé),green apple,tree_fruit
Saint-Émilion Grand Cru (Premier Grand Cru Classé),green apple,tree_fruit
Saint-Émilion Grand Cru (Premier Grand Cru Classé),ground coffee,earth
Saint-Émilion Grand Cru (Premier Grand Cru Classé),hazelnut cream,non_oak
Saint-Émilion Grand Cru (Premier Grand Cru Classé),hazelnut cream,non_oak
Saint-Émilion Grand Cru (Premier Grand Cru Classé),toast,microbio
Saint-Émilion Grand Cru (Premier Grand Cru Classé),toast,microbio
Saint-Émilion Grand Cru (Premier Grand Cru Classé),toast,microbio
Saint-Émilion Grand Cru (Premier Grand Cru Classé),toast,microbio
Saint-Émilion Grand Cru (Premier Grand Cru Classé),toast,microbio
Saint-Émilion Grand Cru (Premier Grand Cru Classé),toast,microbio
Saint-Émilion Grand Cru (Premier Grand Cru Classé),toast,microbio
Saint-Émilion Grand Cru (Premier Grand Cru Classé),toast,microbio
Saint-Émilion Grand Cru (Premier Grand Cru Classé),toast,non_oak
Saint-Émilion Grand Cru (Premier Grand Cru Classé),toast,non_oak
Saint-Émilion Grand Cru (Premier Grand Cru Classé),toast,non_oak
Saint-Émilion Grand Cru (Premier Grand Cru Classé),toast,non_oak
Saint-Émilion Grand Cru (Premier Grand Cru Classé),toast,non_oak
Saint-Émilion Grand Cru (Premier Grand Cru Classé),toast,non_oak
Saint-Émilion Grand Cru (Premier Grand Cru Classé),toast,non_oak
Saint-Émilion Grand Cru (Premier Grand Cru Classé),toast,non_oak
Saint-Émilion Grand Cru (Premier Grand Cru Classé),toasted almond,non_oak
Saint-Émilion Grand Cru (Premier Grand Cru Classé),toasted almond,non_oak
San Vicente Rioja,citrus,citrus_fruit
San Vicente Rioja,coffee,non_oak
San Vicente Rioja,coffee,oak
San Vicente Rioja,cream,microbio
San Vicente Rioja,toast,microbio
San Vicente Rioja,toast,non_oak
San Vicente Rioja,toasted bread,microbio
Sancerre 'Clos la Néore',citrus,citrus_fruit
Sancerre 'Clos la Néore',cream,microbio
Sancerre 'Clos la Néore',green apple,tree_fruit
Sancerre 'Clos la Néore',toast,microbio
Sancerre 'Clos la Néore',toast,non_oak
Saperavi,citrus,citrus_fruit
Saperavi,coffee,non_oak
Saperavi,coffee,oak
Saperavi,cream,microbio
Saperavi,toast,microbio
Saperavi,toast,non_oak
Sassella Nuova Regina Riserva,citrus,citrus_fruit
Sassella Nuova Regina Riserva,coffee,non_oak
Sassella Nuova Regina Riserva,coffee,oak
Sassella Nuova Regina Riserva,cream,microbio
Sassicaia,citrus,citrus_fruit
Sassicaia,coffee,non_oak
Sassicaia,coffee,oak
Sassicaia,cream,microbio
Sassicaia,green apple,tree_fruit
Sassicaia,toast,microbio
Sassicaia,toast,non_oak
Sassicaia,toasted almond,non_oak
Sassicaia,toasted nuts,non_oak
Sauternes,citrus,citrus_fruit
Sauternes,citrus,citrus_fruit
Sauternes,citrus blossom,floral
Sauternes,citrus zest,citrus_fruit
Sauternes,coffee,non_oak
Sauternes,coffee,oak
Sauternes,cream,microbio
Sauternes,green apple,tree_fruit
Sauternes,hazelnut cream,non_oak
Sauternes,toast,microbio
Sauternes,toast,non_oak
Sauternes,toasted almond,non_oak
Sauternes,toasted bread,microbio
Sauternes,toasted nuts,non_oak
Sauternes (Premier Grand Cru Classé),citrus,citrus_fruit
Sauternes (Premier Grand Cru Classé),citrus,citrus_fruit
Sauternes (Premier Grand Cru Classé),citrus blossom,floral
Sauternes (Premier Grand Cru Classé),citrus blossom,floral
Sauternes (Premier Grand Cru Classé),citrus zest,citrus_fruit
Sauternes (Premier Grand Cru Classé),citrus zest,citrus_fruit
Sauternes (Premier Grand Cru Classé),coffee,non_oak
Sauternes (Premier Grand Cru Classé),coffee,non_oak
Sauternes (Premier Grand Cru Classé),coffee,oak
Sauternes (Premier Grand Cru Classé),coffee,oak
Sauternes (Premier Grand Cru Classé),cream,microbio
Sauternes (Premier Grand Cru Classé),cream,microbio
Sauternes (Premier Grand Cru Classé),green apple,tree_fruit
Sauternes (Premier Grand Cru Classé),green apple,tree_fruit
Sauternes (Premier Grand Cru Classé),hazelnut cream,non_oak
Sauternes (Premier Grand Cru Classé),toast,microbio
Sauternes (Premier Grand Cru Classé),toast,microbio
Sauternes (Premier Grand Cru Classé),toast,non_oak
Sauternes (Premier Grand Cru Classé),toast,non_oak
Sauternes (Premier Grand Cru Classé),toasted almond,non_oak
Sauternes (Premier Grand Cru Classé),toasted almond,non_oak
Sauternes (Premier Grand Cru Classé),toasted bread,microbio
Sauternes (Premier Grand Cru Classé),toasted bread,microbio
Sauternes (Premier Grand Cru Classé),toasted nuts,non_oak
Scharzhofberger Riesling Auslese,citrus,citrus_fruit
Scharzhofberger Riesling Auslese,cream,microbio
Scharzhofberger Riesling Auslese,green apple,tree_fruit
Scharzhofberger Riesling Auslese,toast,microbio
Scharzhofberger Riesling Auslese,toast,non_oak
Scharzhofberger Riesling Kabinett,citrus,citrus_fruit
Scharzhofberger Riesling Kabinett,citrus oil,earth
Scharzhofberger Riesling Kabinett,cream,microbio
Scharzhofberger Riesling Kabinett,green apple,tree_fruit
Scharzhofberger Riesling Kabinett,toast,microbio
Scharzhofberger Riesling Kabinett,toast,non_oak
Scharzhofberger Riesling Spätlese,citrus,citrus_fruit
Scharzhofberger Riesling Spätlese,citrus zest,citrus_fruit
Scharzhofberger Riesling Spätlese,cream,microbio
Scharzhofberger Riesling Spätlese,green apple,tree_fruit
Scharzhofberger Riesling Spätlese,toast,microbio
Scharzhofberger Riesling Spätlese,toast,non_oak
Schlehdorn Riesling Trocken,citrus,citrus_fruit
Schlehdorn Riesling Trocken,cream,microbio
Schlehdorn Riesling Trocken,green apple,tree_fruit
Scrio,coffee,non_oak
Scrio,coffee,oak
Scrio,cream,microbio
Scrio,toast,microbio
Scrio,toast,non_oak
Scrio,toasted marshmallow,oak
Semel Pater,coffee,non_oak
Semel Pater,coffee,oak
Semel Pater,toast,microbio
Semel Pater,toast,non_oak
Series C,citrus,citrus_fruit
Series C,coffee,non_oak
Series C,coffee,oak
Series C,cream,microbio
Series C,ground coffee,earth
Series C,toast,microbio
Series C,toast,non_oak
Series C,toasted bread,microbio
Series M,citrus,citrus_fruit
Series M,coffee,non_oak
Series M,coffee,oak
Series M,cream,microbio
Series M,ground coffee,earth
Series M,toast,microbio
Series M,toast,non_oak
Series M,toasted almond,non_oak
Serral del Vell Brut Nature,citrus,citrus_fruit
Serral del Vell Brut Nature,citrus zest,citrus_fruit
Serral del Vell Brut Nature,coffee,non_oak
Serral del Vell Brut Nature,coffee,oak
Serral del Vell Brut Nature,cream,microbio
Serral del Vell Brut Nature,green apple,tree_fruit
Serral del Vell Brut Nature,toast,microbio
Serral del Vell Brut Nature,toast,non_oak
Serral del Vell Brut Nature,toasted bread,microbio
Serral del Vell Brut Nature,toasted nuts,non_oak
Siepi,citrus,citrus_fruit
Siepi,coffee,non_oak
Siepi,coffee,oak
Siepi,cream,microbio
Siepi,ground coffee,earth
Siepi,toast,microbio
Siepi,toast,non_oak
Silex,citrus,citrus_fruit
Silex,citrus zest,citrus_fruit
Silex,cream,microbio
Silex,green apple,tree_fruit
Silex,toast,microbio
Silex,toast,non_oak
Silex,toasted almond,non_oak
Silex,toasted nuts,non_oak
Single Barrel Champagne Grand Cru 'Le Mesnil-sur-Oger',citrus zest,citrus_fruit
Single Barrel Champagne Grand Cru 'Le Mesnil-sur-Oger',cream,microbio
Single Barrel Champagne Grand Cru 'Le Mesnil-sur-Oger',toast,microbio
Single Barrel Champagne Grand Cru 'Le Mesnil-sur-Oger',toast,non_oak
Single Barrel Champagne Grand Cru 'Le Mesnil-sur-Oger',toasted almond,non_oak
Sir Winston Churchill Brut Champagne,citrus,citrus_fruit
Sir Winston Churchill Brut Champagne,citrus blossom,floral
Sir Winston Churchill Brut Champagne,citrus zest,citrus_fruit
Sir Winston Churchill Brut Champagne,coffee,non_oak
Sir Winston Churchill Brut Champagne,coffee,oak
Sir Winston Churchill Brut Champagne,cream,microbio
Sir Winston Churchill Brut Champagne,green apple,tree_fruit
Sir Winston Churchill Brut Champagne,hazelnut cream,non_oak
Sir Winston Churchill Brut Champagne,toast,microbio
Sir Winston Churchill Brut Champagne,toast,non_oak
Sir Winston Churchill Brut Champagne,toasted almond,non_oak
Sir Winston Churchill Brut Champagne,toasted bread,microbio
Sir Winston Churchill Brut Champagne,toasted nuts,non_oak
Solare Toscana,citrus,citrus_fruit
Solare Toscana,coffee,non_oak
Solare Toscana,coffee,oak
Solare Toscana,cream,microbio
Solare Toscana,toast,microbio
Solare Toscana,toast,non_oak
Son Negre,citrus,citrus_fruit
Son Negre,coffee,non_oak
Son Negre,coffee,oak
Son Negre,toast,microbio
Son Negre,toast,non_oak
Sorì San Lorenzo,citrus,citrus_fruit
Sorì San Lorenzo,coffee,non_oak
Sorì San Lorenzo,coffee,oak
Sorì San Lorenzo,cream,microbio
Sorì San Lorenzo,toast,microbio
Sorì San Lorenzo,toast,non_oak
Sorì Tildìn (Barbaresco) Langhe,citrus,citrus_fruit
Sorì Tildìn (Barbaresco) Langhe,coffee,non_oak
Sorì Tildìn (Barbaresco) Langhe,coffee,oak
Sorì Tildìn (Barbaresco) Langhe,cream,microbio
Sorì Tildìn (Barbaresco) Langhe,toast,microbio
Sorì Tildìn (Barbaresco) Langhe,toast,non_oak
Sous L'Escalier Petite Arvine du Valais,cream,microbio
Special Selection Cabernet Sauvignon,citrus,citrus_fruit
Special Selection Cabernet Sauvignon,coffee,non_oak
Special Selection Cabernet Sauvignon,coffee,oak
Special Selection Cabernet Sauvignon,cream,microbio
Special Selection Cabernet Sauvignon,toast,microbio
Special Selection Cabernet Sauvignon,toast,non_oak
Special Selection Cabernet Sauvignon,toasted almond,non_oak
Special Selection Cabernet Sauvignon,toasted marshmallow,oak
Special Selection Cabernet Sauvignon,toasted nuts,non_oak
Sperss Barolo,coffee,non_oak
Sperss Barolo,coffee,oak
Sperss Barolo,cream,microbio
Sperss Barolo,toast,microbio
Sperss Barolo,toast,non_oak
St. Henri Shiraz,citrus,citrus_fruit
St. Henri Shiraz,coffee,non_oak
St. Henri Shiraz,coffee,oak
St. Henri Shiraz,cream,microbio
St. Henri Shiraz,ground coffee,earth
St. Henri Shiraz,toast,microbio
St. Henri Shiraz,toast,non_oak
St. Henri Shiraz,toasted almond,non_oak
TD9,citrus,citrus_fruit
TD9,coffee,non_oak
TD9,coffee,oak
TD9,cream,microbio
TD9,green apple,tree_fruit
TD9,toast,microbio
TD9,toast,non_oak
TD9,toasted marshmallow,oak
Tenuta Guado al Tasso Bolgheri Superiore,citrus,citrus_fruit
Tenuta Guado al Tasso Bolgheri Superiore,coffee,non_oak
Tenuta Guado al Tasso Bolgheri Superiore,coffee,oak
Tenuta Guado al Tasso Bolgheri Superiore,cream,microbio
Tenuta Guado al Tasso Bolgheri Superiore,green apple,tree_fruit
Tenuta Guado al Tasso Bolgheri Superiore,toast,microbio
Tenuta Guado al Tasso Bolgheri Superiore,toast,non_oak
Tenuta Guado al Tasso Matarocchio,coffee,non_oak
Tenuta Guado al Tasso Matarocchio,coffee,oak
Tenuta Guado al Tasso Matarocchio,cream,microbio
Tenuta Guado al Tasso Matarocchio,hazelnut cream,non_oak
Tenuta Guado al Tasso Matarocchio,toast,microbio
Tenuta Guado al Tasso Matarocchio,toast,non_oak
Tenuta Montebello Picconero,coffee,non_oak
Tenuta Montebello Picconero,coffee,oak
Tenuta Montebello Picconero,toast,microbio
Tenuta Montebello Picconero,toast,non_oak
Tenuta Nuova Brunello di Montalcino,citrus,citrus_fruit
Tenuta Nuova Brunello di Montalcino,coffee,non_oak
Tenuta Nuova Brunello di Montalcino,coffee,oak
Tenuta Nuova Brunello di Montalcino,cream,microbio
